Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,density.basis,density.gradient scale length,density.max,density.min,density.noise.max,density.noise.min,density.noise.type,drivers.E0.amplitude_shape,drivers.E0.delta_omega_max,drivers.E0.derived.tc,drivers.E0.derived.tr,drivers.E0.derived.tw,drivers.E0.derived.xc,drivers.E0.derived.xr,drivers.E0.derived.xw,drivers.E0.derived.yc,drivers.E0.derived.yr,drivers.E0.derived.yw,drivers.E0.envelope.tc,drivers.E0.envelope.tr,drivers.E0.envelope.tw,drivers.E0.envelope.xc,drivers.E0.envelope.xr,drivers.E0.envelope.xw,drivers.E0.envelope.yc,drivers.E0.envelope.yr,drivers.E0.envelope.yw,drivers.E0.num_colors,grid.boundary_abs_coeff,grid.boundary_width,grid.dt,grid.dx,grid.dy,grid.low_pass_filter,grid.max_steps,grid.nt,grid.nx,grid.ny,grid.tmax,grid.tmin,grid.xmax,grid.xmin,grid.ymax,grid.ymin,machine.calculator,mlflow.experiment,mlflow.run,save.t.dt,save.t.tmax,save.t.tmin,save.x.dx,save.x.xmax,save.y.dy,solver,terms.epw.boundary.x,terms.epw.boundary.y,terms.epw.damping.collisions,terms.epw.damping.landau,terms.epw.density_gradient,terms.epw.linear,terms.epw.source.noise,terms.epw.source.tpd,terms.zero_mask,units.atomic number,units.derived.E0_source,units.derived.I_thresh,units.derived.c,units.derived.chargeScale,units.derived.cs,units.derived.e,units.derived.fieldScale,units.derived.lambda_D,units.derived.massScale,units.derived.me,units.derived.mi,units.derived.nc,units.derived.nu_coll,units.derived.spatialScale,units.derived.timeScale,units.derived.velocityScale,units.derived.vte,units.derived.vte_sq,units.derived.w0,units.derived.w1,units.derived.wp0,units.envelope density,units.ionization state,units.laser intensity,units.laser wavelength,units.reference electron temperature,units.reference ion temperature,log10_total_e_sq,postprocess_time,run_time,system/cpu_utilization_percentage,system/disk_available_megabytes,system/disk_usage_megabytes,system/disk_usage_percentage,system/gpu_0_memory_usage_megabytes,system/gpu_0_memory_usage_percentage,system/gpu_0_utilization_percentage,system/gpu_1_memory_usage_megabytes,system/gpu_1_memory_usage_percentage,system/gpu_1_utilization_percentage,system/gpu_2_memory_usage_megabytes,system/gpu_2_memory_usage_percentage,system/gpu_2_utilization_percentage,system/gpu_3_memory_usage_megabytes,system/gpu_3_memory_usage_percentage,system/gpu_3_utilization_percentage,system/network_receive_megabytes,system/network_transmit_megabytes,system/system_memory_usage_megabytes,system/system_memory_usage_percentage,total_e_sq,mlflow_exim.mlflow_tag.runName,mlflow_exim.mlflow_tag.source.name,mlflow_exim.mlflow_tag.source.type,mlflow_exim.mlflow_tag.user,mlflow_exim.run_info.run_uuid,mlflow_exim.run_info.run_id,mlflow_exim.run_info.experiment_id,mlflow_exim.run_info.user_id,mlflow_exim.run_info.status,mlflow_exim.run_info.start_time,mlflow_exim.run_info.end_time,mlflow_exim.run_info.lifecycle_stage,mlflow_exim.run_info.artifact_uri,mlflow_exim.run_info.run_name,mlflow_exim.run_info._start_time,mlflow_exim.run_info._end_time
2024-07-21 17:41:04,22.9s,dee84dede5d44674bb18f1c74efd1898,1.84W/cm^2,LOCAL,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,archis,FINISHED,linear,412um,0.3,0.2,1e-09,1e-10,uniform,uniform,0.015,20.25,0.1,40.0,50.0,0.2,1000.0,50.0,0.2,1000.0,20.25ps,0.1ps,40ps,50um,0.2um,1000um,50um,0.2um,1000um,1,1.0e4,1um,0.002,0.02,0.02,0.7,12505,12501,8240,401,25.002,0.0ns,164.79999999999995,0.0,8.0,-8.0,gpu,"I2-lowpass-threshold-L=412um, Te=2.69keV",1.84W/cm^2,1ps,25ps,0ps,80nm,164.79999999999995,128nm,envelope-2d,absorbing,periodic,False,True,True,True,True,True,True,40,8.782203414167874e-09,1.3107421790977019,299.792458,1000000.0000000002,0.21409912159890454,4.803206799999999e-16,100000000000000.0,0.004053152440717312,1,9.10938291e-28,6.6904876e-23,9049059268.18872,0.0001,0.0001,1e-12,100000000.0,21.7513588247831,473.12161072446963,5366.528681791605,2683.2643408958024,2683.2643408958024,0.25,6,1.84e14 W/cm^2,351nm,2.69keV,1000eV,1.387174322364652,75.3627,273.6912,4.3,268467.4,1756.4,0.6,67515.8,78.6,100,67117.3,78.1,0,67117.3,78.1,0,67513.7,78.6,0,50.2386640002951,3247.6278429999948,96228.4,17.8,24.387895327304076,1.84W/cm^2,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,LOCAL,archis,4ce0a381b54c41b8954f10d8d7c401d7,4ce0a381b54c41b8954f10d8d7c401d7,881662253704924963,archis,FINISHED,1721608332293,1721608682251,active,/pscratch/sd/a/archis/mlflow/881662253704924963/4ce0a381b54c41b8954f10d8d7c401d7/artifacts,1.84W/cm^2,2024-07-21 17:32:12,2024-07-21 17:38:02
2024-07-21 17:40:59,25.8s,6300166f3542451d953ef5eeb9eb13a7,1.97W/cm^2,LOCAL,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,archis,FINISHED,linear,412um,0.3,0.2,1e-09,1e-10,uniform,uniform,0.015,20.25,0.1,40.0,50.0,0.2,1000.0,50.0,0.2,1000.0,20.25ps,0.1ps,40ps,50um,0.2um,1000um,50um,0.2um,1000um,1,1.0e4,1um,0.002,0.02,0.02,0.7,12505,12501,8240,401,25.002,0.0ns,164.79999999999995,0.0,8.0,-8.0,gpu,"I2-lowpass-threshold-L=412um, Te=2.69keV",1.97W/cm^2,1ps,25ps,0ps,80nm,164.79999999999995,128nm,envelope-2d,absorbing,periodic,False,True,True,True,True,True,True,40,9.08714993080318e-09,1.3107421790977019,299.792458,1000000.0000000002,0.21409912159890454,4.803206799999999e-16,100000000000000.0,0.004053152440717312,1,9.10938291e-28,6.6904876e-23,9049059268.18872,0.0001,0.0001,1e-12,100000000.0,21.7513588247831,473.12161072446963,5366.528681791605,2683.2643408958024,2683.2643408958024,0.25,6,1.97e14 W/cm^2,351nm,2.69keV,1000eV,4.018354436130578,74.8498,273.6392,4.2,268467.4,1756.4,0.6,67515.8,78.6,100,67117.3,78.1,0,67117.3,78.1,0,67513.7,78.6,0,48.63432199973613,2943.145632999018,96227.5,17.8,10431.684320296159,1.97W/cm^2,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,LOCAL,archis,75f5d63528e4477697effa4147b1a5ab,75f5d63528e4477697effa4147b1a5ab,881662253704924963,archis,FINISHED,1721608335186,1721608684737,active,/pscratch/sd/a/archis/mlflow/881662253704924963/75f5d63528e4477697effa4147b1a5ab/artifacts,1.97W/cm^2,2024-07-21 17:32:15,2024-07-21 17:38:05
2024-07-21 17:40:58,20.3s,7440f112c82a4ec282e09ed59994da0a,1.03W/cm^2,LOCAL,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,archis,FINISHED,linear,318um,0.3,0.2,1e-09,1e-10,uniform,uniform,0.015,20.25,0.1,40.0,50.0,0.2,1000.0,50.0,0.2,1000.0,20.25ps,0.1ps,40ps,50um,0.2um,1000um,50um,0.2um,1000um,1,1.0e4,1um,0.002,0.02,0.02,0.7,12505,12501,6360,401,25.002,0.0ns,127.19999999999997,0.0,8.0,-8.0,gpu,"I2-lowpass-threshold-L=318um, Te=2.71keV",1.03W/cm^2,1ps,25ps,0ps,80nm,127.19999999999997,128nm,envelope-2d,absorbing,periodic,False,True,True,True,True,True,True,40,6.570723510558379e-09,1.7108202494753058,299.792458,1000000.0000000002,0.2147692300343424,4.803206799999999e-16,100000000000000.0,0.0040681920190709315,1,9.10938291e-28,6.6904876e-23,9049059268.18872,0.0001,0.0001,1e-12,100000000.0,21.832069153379855,476.6392435179602,5366.528681791605,2683.2643408958024,2683.2643408958024,0.25,6,1.03e14 W/cm^2,351nm,2.71keV,1000eV,-10.096701655307742,69.3629,209.319,2.9,268467.3,1756.4,0.6,67515.8,78.6,100,67117.3,78.1,0,67117.3,78.1,0,67513.7,78.6,0,52.03998399991542,2657.1844779998064,96058.8,17.8,8.00383901150904e-11,1.03W/cm^2,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,LOCAL,archis,c968fd6b7d35418c8fa20005ece85dec,c968fd6b7d35418c8fa20005ece85dec,839860411225751016,archis,FINISHED,1721608442655,1721608722995,active,/pscratch/sd/a/archis/mlflow/839860411225751016/c968fd6b7d35418c8fa20005ece85dec/artifacts,1.03W/cm^2,2024-07-21 17:34:03,2024-07-21 17:38:43
2024-07-21 17:35:50,23.9s,9ed47c91ea954471987302e596c91a56,1.44W/cm^2,LOCAL,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,archis,FINISHED,linear,412um,0.3,0.2,1e-09,1e-10,uniform,uniform,0.015,20.25,0.1,40.0,50.0,0.2,1000.0,50.0,0.2,1000.0,20.25ps,0.1ps,40ps,50um,0.2um,1000um,50um,0.2um,1000um,1,1.0e4,1um,0.002,0.02,0.02,0.7,12505,12501,8240,401,25.002,0.0ns,164.79999999999995,0.0,8.0,-8.0,gpu,"I2-lowpass-threshold-L=412um, Te=2.69keV",1.44W/cm^2,1ps,25ps,0ps,80nm,164.79999999999995,128nm,envelope-2d,absorbing,periodic,False,True,True,True,True,True,True,40,7.769191504410767e-09,1.3107421790977019,299.792458,1000000.0000000002,0.21409912159890454,4.803206799999999e-16,100000000000000.0,0.004053152440717312,1,9.10938291e-28,6.6904876e-23,9049059268.18872,0.0001,0.0001,1e-12,100000000.0,21.7513588247831,473.12161072446963,5366.528681791605,2683.2643408958024,2683.2643408958024,0.25,6,1.44e14 W/cm^2,351nm,2.69keV,1000eV,-8.321439902171381,75.2826,272.7167,4.4,268467.8,1755.9,0.6,67102.6,78.1,0,67113.1,78.1,0,67113.1,78.1,0,67102.6,78.1,100,60.60497300000861,2036.8028409983963,91266,16.9,4.770458233267467e-9,1.44W/cm^2,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,LOCAL,archis,03799ed197534df5a1d44c3a0d953a66,03799ed197534df5a1d44c3a0d953a66,881662253704924963,archis,FINISHED,1721607965541,1721608314736,active,/pscratch/sd/a/archis/mlflow/881662253704924963/03799ed197534df5a1d44c3a0d953a66/artifacts,1.44W/cm^2,2024-07-21 17:26:06,2024-07-21 17:31:55
2024-07-21 17:35:50,23.7s,01b5412bd33f49da88db0e9750ce334c,1.71W/cm^2,LOCAL,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,archis,FINISHED,linear,412um,0.3,0.2,1e-09,1e-10,uniform,uniform,0.015,20.25,0.1,40.0,50.0,0.2,1000.0,50.0,0.2,1000.0,20.25ps,0.1ps,40ps,50um,0.2um,1000um,50um,0.2um,1000um,1,1.0e4,1um,0.002,0.02,0.02,0.7,12505,12501,8240,401,25.002,0.0ns,164.79999999999995,0.0,8.0,-8.0,gpu,"I2-lowpass-threshold-L=412um, Te=2.69keV",1.71W/cm^2,1ps,25ps,0ps,80nm,164.79999999999995,128nm,envelope-2d,absorbing,periodic,False,True,True,True,True,True,True,40,8.466280160185317e-09,1.3107421790977019,299.792458,1000000.0000000002,0.21409912159890454,4.803206799999999e-16,100000000000000.0,0.004053152440717312,1,9.10938291e-28,6.6904876e-23,9049059268.18872,0.0001,0.0001,1e-12,100000000.0,21.7513588247831,473.12161072446963,5366.528681791605,2683.2643408958024,2683.2643408958024,0.25,6,1.71e14 W/cm^2,351nm,2.69keV,1000eV,-1.8304162965879247,74.1603,273.9488,3.9,268467.6,1756.1,0.6,67513.7,78.6,100,67117.3,78.1,100,67117.3,78.1,100,67102.6,78.1,0,48.6436879998073,3228.0338889993727,94387.8,17.5,0.014776912558305712,1.71W/cm^2,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,LOCAL,archis,e037abf137bb47738420ab362d4e4335,e037abf137bb47738420ab362d4e4335,881662253704924963,archis,FINISHED,1721608073617,1721608422628,active,/pscratch/sd/a/archis/mlflow/881662253704924963/e037abf137bb47738420ab362d4e4335/artifacts,1.71W/cm^2,2024-07-21 17:27:54,2024-07-21 17:33:43
2024-07-21 17:34:43,22.6s,93d1db379c6641ddb88a3cb480394d4b,1.31W/cm^2,LOCAL,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,archis,FINISHED,linear,412um,0.3,0.2,1e-09,1e-10,uniform,uniform,0.015,20.25,0.1,40.0,50.0,0.2,1000.0,50.0,0.2,1000.0,20.25ps,0.1ps,40ps,50um,0.2um,1000um,50um,0.2um,1000um,1,1.0e4,1um,0.002,0.02,0.02,0.7,12505,12501,8240,401,25.002,0.0ns,164.79999999999995,0.0,8.0,-8.0,gpu,"I2-lowpass-threshold-L=412um, Te=2.69keV",1.31W/cm^2,1ps,25ps,0ps,80nm,164.79999999999995,128nm,envelope-2d,absorbing,periodic,False,True,True,True,True,True,True,40,7.410205096698341e-09,1.3107421790977019,299.792458,1000000.0000000002,0.21409912159890454,4.803206799999999e-16,100000000000000.0,0.004053152440717312,1,9.10938291e-28,6.6904876e-23,9049059268.18872,0.0001,0.0001,1e-12,100000000.0,21.7513588247831,473.12161072446963,5366.528681791605,2683.2643408958024,2683.2643408958024,0.25,6,1.31e14 W/cm^2,351nm,2.69keV,1000eV,-10.302722311684558,76.2854,273.5547,4.2,268467.8,1756,0.6,67102.6,78.1,0,67113.1,78.1,0,67113.1,78.1,0,67102.6,78.1,100,62.88702899962664,2377.778859999031,91285.3,16.9,4.9805544032419406e-11,1.31W/cm^2,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,LOCAL,archis,1310bdf8427a4b6eb3442126b953aa54,1310bdf8427a4b6eb3442126b953aa54,881662253704924963,archis,FINISHED,1721607960925,1721608311668,active,/pscratch/sd/a/archis/mlflow/881662253704924963/1310bdf8427a4b6eb3442126b953aa54/artifacts,1.31W/cm^2,2024-07-21 17:26:01,2024-07-21 17:31:52
2024-07-21 17:34:42,22.8s,a280125bee5941fab8d55246c69dc0db,1.57W/cm^2,LOCAL,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,archis,FINISHED,linear,412um,0.3,0.2,1e-09,1e-10,uniform,uniform,0.015,20.25,0.1,40.0,50.0,0.2,1000.0,50.0,0.2,1000.0,20.25ps,0.1ps,40ps,50um,0.2um,1000um,50um,0.2um,1000um,1,1.0e4,1um,0.002,0.02,0.02,0.7,12505,12501,8240,401,25.002,0.0ns,164.79999999999995,0.0,8.0,-8.0,gpu,"I2-lowpass-threshold-L=412um, Te=2.69keV",1.57W/cm^2,1ps,25ps,0ps,80nm,164.79999999999995,128nm,envelope-2d,absorbing,periodic,False,True,True,True,True,True,True,40,8.112307544051989e-09,1.3107421790977019,299.792458,1000000.0000000002,0.21409912159890454,4.803206799999999e-16,100000000000000.0,0.004053152440717312,1,9.10938291e-28,6.6904876e-23,9049059268.18872,0.0001,0.0001,1e-12,100000000.0,21.7513588247831,473.12161072446963,5366.528681791605,2683.2643408958024,2683.2643408958024,0.25,6,1.57e14 W/cm^2,351nm,2.69keV,1000eV,-5.001973040518918,76.7135,272.6512,3,268467.7,1756,0.6,67102.6,78.1,0,67113.1,78.1,0,67113.1,78.1,0,67102.6,78.1,100,54.65038099978119,1316.65896499902,91173.9,16.9,0.000009954672105531084,1.57W/cm^2,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,LOCAL,archis,bbd528cea05d4dec8a49c19bffc10927,bbd528cea05d4dec8a49c19bffc10927,881662253704924963,archis,FINISHED,1721607982414,1721608333356,active,/pscratch/sd/a/archis/mlflow/881662253704924963/bbd528cea05d4dec8a49c19bffc10927/artifacts,1.57W/cm^2,2024-07-21 17:26:22,2024-07-21 17:32:13
2024-07-21 17:28:27,22.1s,f942a3f45787479e9353d2ce1b0fa23f,1.05W/cm^2,LOCAL,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,archis,FINISHED,linear,412um,0.3,0.2,1e-09,1e-10,uniform,uniform,0.015,20.25,0.1,40.0,50.0,0.2,1000.0,50.0,0.2,1000.0,20.25ps,0.1ps,40ps,50um,0.2um,1000um,50um,0.2um,1000um,1,1.0e4,1um,0.002,0.02,0.02,0.7,12505,12501,8240,401,25.002,0.0ns,164.79999999999995,0.0,8.0,-8.0,gpu,"I2-lowpass-threshold-L=412um, Te=2.69keV",1.05W/cm^2,1ps,25ps,0ps,80nm,164.79999999999995,128nm,envelope-2d,absorbing,periodic,False,True,True,True,True,True,True,40,6.6342102364173925e-09,1.3107421790977019,299.792458,1000000.0000000002,0.21409912159890454,4.803206799999999e-16,100000000000000.0,0.004053152440717312,1,9.10938291e-28,6.6904876e-23,9049059268.18872,0.0001,0.0001,1e-12,100000000.0,21.7513588247831,473.12161072446963,5366.528681791605,2683.2643408958024,2683.2643408958024,0.25,6,1.05e14 W/cm^2,351nm,2.69keV,1000eV,-10.323543539254189,76.1137,272.7534,3.5,268468.2,1755.5,0.6,67098.4,78.1,0,67111,78.1,0,67111,78.1,0,67100.5,78.1,100,36.05307999998331,1334.4864560011774,84954.1,15.7,4.7474069445402634e-11,1.05W/cm^2,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,LOCAL,archis,24334b9b9d5c42a6b7ce91abb4674a96,24334b9b9d5c42a6b7ce91abb4674a96,881662253704924963,archis,FINISHED,1721607605957,1721607955814,active,/pscratch/sd/a/archis/mlflow/881662253704924963/24334b9b9d5c42a6b7ce91abb4674a96/artifacts,1.05W/cm^2,2024-07-21 17:20:06,2024-07-21 17:25:56
2024-07-21 17:28:24,27.3s,754098d25b934b78bfa955e471fd898c,1.18W/cm^2,LOCAL,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,archis,FINISHED,linear,412um,0.3,0.2,1e-09,1e-10,uniform,uniform,0.015,20.25,0.1,40.0,50.0,0.2,1000.0,50.0,0.2,1000.0,20.25ps,0.1ps,40ps,50um,0.2um,1000um,50um,0.2um,1000um,1,1.0e4,1um,0.002,0.02,0.02,0.7,12505,12501,8240,401,25.002,0.0ns,164.79999999999995,0.0,8.0,-8.0,gpu,"I2-lowpass-threshold-L=412um, Te=2.69keV",1.18W/cm^2,1ps,25ps,0ps,80nm,164.79999999999995,128nm,envelope-2d,absorbing,periodic,False,True,True,True,True,True,True,40,7.032918492209311e-09,1.3107421790977019,299.792458,1000000.0000000002,0.21409912159890454,4.803206799999999e-16,100000000000000.0,0.004053152440717312,1,9.10938291e-28,6.6904876e-23,9049059268.18872,0.0001,0.0001,1e-12,100000000.0,21.7513588247831,473.12161072446963,5366.528681791605,2683.2643408958024,2683.2643408958024,0.25,6,1.18e14 W/cm^2,351nm,2.69keV,1000eV,-10.192746971467017,76.4258,274.4416,3.9,268468.1,1755.6,0.6,67102.6,78.1,100,67113.1,78.1,100,67113.1,78.1,100,67100.5,78.1,0,47.546209999825805,3235.6848530005664,90425.5,16.7,6.415832667834278e-11,1.18W/cm^2,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,LOCAL,archis,9b3cae6347b9480885bd90a5a8447783,9b3cae6347b9480885bd90a5a8447783,881662253704924963,archis,FINISHED,1721607700009,1721608052835,active,/pscratch/sd/a/archis/mlflow/881662253704924963/9b3cae6347b9480885bd90a5a8447783/artifacts,1.18W/cm^2,2024-07-21 17:21:40,2024-07-21 17:27:33
2024-07-21 17:27:02,24.6s,0c727cf5d60546fca0cd9d1287e8e4b2,0.79W/cm^2,LOCAL,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,archis,FINISHED,linear,412um,0.3,0.2,1e-09,1e-10,uniform,uniform,0.015,20.25,0.1,40.0,50.0,0.2,1000.0,50.0,0.2,1000.0,20.25ps,0.1ps,40ps,50um,0.2um,1000um,50um,0.2um,1000um,1,1.0e4,1um,0.002,0.02,0.02,0.7,12505,12501,8240,401,25.002,0.0ns,164.79999999999995,0.0,8.0,-8.0,gpu,"I2-lowpass-threshold-L=412um, Te=2.69keV",0.79W/cm^2,1ps,25ps,0ps,80nm,164.79999999999995,128nm,envelope-2d,absorbing,periodic,False,True,True,True,True,True,True,40,5.754507046379957e-09,1.3107421790977019,299.792458,1000000.0000000002,0.21409912159890454,4.803206799999999e-16,100000000000000.0,0.004053152440717312,1,9.10938291e-28,6.6904876e-23,9049059268.18872,0.0001,0.0001,1e-12,100000000.0,21.7513588247831,473.12161072446963,5366.528681791605,2683.2643408958024,2683.2643408958024,0.25,6,0.79e14 W/cm^2,351nm,2.69keV,1000eV,-10.249187690797928,76.2313,273.4105,4.2,268468.2,1755.5,0.6,67098.4,78.1,0,67111,78.1,0,67111,78.1,0,67100.5,78.1,100,42.797065999824554,2063.2500249985605,85023.7,15.7,5.633941188958183e-11,0.79W/cm^2,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,LOCAL,archis,46856828f3284d2890ee686e710fda71,46856828f3284d2890ee686e710fda71,881662253704924963,archis,FINISHED,1721607588364,1721607939765,active,/pscratch/sd/a/archis/mlflow/881662253704924963/46856828f3284d2890ee686e710fda71/artifacts,0.79W/cm^2,2024-07-21 17:19:48,2024-07-21 17:25:40
2024-07-21 17:27:01,25.0s,38888c6f03204de1bc7f010ce035355d,0.92W/cm^2,LOCAL,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,archis,FINISHED,linear,412um,0.3,0.2,1e-09,1e-10,uniform,uniform,0.015,20.25,0.1,40.0,50.0,0.2,1000.0,50.0,0.2,1000.0,20.25ps,0.1ps,40ps,50um,0.2um,1000um,50um,0.2um,1000um,1,1.0e4,1um,0.002,0.02,0.02,0.7,12505,12501,8240,401,25.002,0.0ns,164.79999999999995,0.0,8.0,-8.0,gpu,"I2-lowpass-threshold-L=412um, Te=2.69keV",0.92W/cm^2,1ps,25ps,0ps,80nm,164.79999999999995,128nm,envelope-2d,absorbing,periodic,False,True,True,True,True,True,True,40,6.209955587917754e-09,1.3107421790977019,299.792458,1000000.0000000002,0.21409912159890454,4.803206799999999e-16,100000000000000.0,0.004053152440717312,1,9.10938291e-28,6.6904876e-23,9049059268.18872,0.0001,0.0001,1e-12,100000000.0,21.7513588247831,473.12161072446963,5366.528681791605,2683.2643408958024,2683.2643408958024,0.25,6,0.92e14 W/cm^2,351nm,2.69keV,1000eV,-10.307322305034507,76.6762,273.7163,4.2,268468.2,1755.5,0.6,67098.4,78.1,0,67111,78.1,0,67111,78.1,0,67100.5,78.1,100,42.73987599974498,2063.2002029996365,84977.5,15.7,4.928079383060286e-11,0.92W/cm^2,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,LOCAL,archis,ef7d9ba3383848c1bb7a8cd9638f683b,ef7d9ba3383848c1bb7a8cd9638f683b,881662253704924963,archis,FINISHED,1721607588392,1721607940522,active,/pscratch/sd/a/archis/mlflow/881662253704924963/ef7d9ba3383848c1bb7a8cd9638f683b/artifacts,0.92W/cm^2,2024-07-21 17:19:48,2024-07-21 17:25:41
2024-07-21 17:23:20,23.8s,373dafaf602a438680463ec7488154a6,1.41W/cm^2,LOCAL,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,archis,FINISHED,linear,422um,0.3,0.2,1e-09,1e-10,uniform,uniform,0.015,20.25,0.1,40.0,50.0,0.2,1000.0,50.0,0.2,1000.0,20.25ps,0.1ps,40ps,50um,0.2um,1000um,50um,0.2um,1000um,1,1.0e4,1um,0.002,0.02,0.02,0.7,12505,12501,8440,401,25.002,0.0ns,168.79999999999995,0.0,8.0,-8.0,gpu,"I2-lowpass-threshold-L=422um, Te=1.97keV",1.41W/cm^2,1ps,25ps,0ps,80nm,168.79999999999995,128nm,envelope-2d,absorbing,periodic,False,True,True,True,True,True,True,40,7.687836471923516e-09,0.9371648392702996,299.792458,1000000.0000000002,0.1883944135717372,4.803206799999999e-16,100000000000000.0,0.003468565588173688,1,9.10938291e-28,6.6904876e-23,9049059268.18872,0.0001,0.0001,1e-12,100000000.0,18.614156713609464,346.48683015881227,5366.528681791605,2683.2643408958024,2683.2643408958024,0.25,6,1.41e14 W/cm^2,351nm,1.97keV,1000eV,1.4113779904112067,74.3026,464.8396,3.9,268468.5,1755.2,0.6,67098.4,78.1,100,67111,78.1,100,67111,78.1,100,66570,77.5,0,88.68456399999559,4359.193175999448,84654,15.7,25.785644473130557,1.41W/cm^2,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,LOCAL,archis,3a6fad1b1e2d4421a4fb73c9929d78ff,3a6fad1b1e2d4421a4fb73c9929d78ff,883769812496590213,archis,FINISHED,1721607139191,1721607679240,active,/pscratch/sd/a/archis/mlflow/883769812496590213/3a6fad1b1e2d4421a4fb73c9929d78ff/artifacts,1.41W/cm^2,2024-07-21 17:12:19,2024-07-21 17:21:19
2024-07-21 17:23:20,24.3s,260c6ca486524280804703a0307cf4b0,0.66W/cm^2,LOCAL,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,archis,FINISHED,linear,412um,0.3,0.2,1e-09,1e-10,uniform,uniform,0.015,20.25,0.1,40.0,50.0,0.2,1000.0,50.0,0.2,1000.0,20.25ps,0.1ps,40ps,50um,0.2um,1000um,50um,0.2um,1000um,1,1.0e4,1um,0.002,0.02,0.02,0.7,12505,12501,8240,401,25.002,0.0ns,164.79999999999995,0.0,8.0,-8.0,gpu,"I2-lowpass-threshold-L=412um, Te=2.69keV",0.66W/cm^2,1ps,25ps,0ps,80nm,164.79999999999995,128nm,envelope-2d,absorbing,periodic,False,True,True,True,True,True,True,40,5.2597675129003754e-09,1.3107421790977019,299.792458,1000000.0000000002,0.21409912159890454,4.803206799999999e-16,100000000000000.0,0.004053152440717312,1,9.10938291e-28,6.6904876e-23,9049059268.18872,0.0001,0.0001,1e-12,100000000.0,21.7513588247831,473.12161072446963,5366.528681791605,2683.2643408958024,2683.2643408958024,0.25,6,0.66e14 W/cm^2,351nm,2.69keV,1000eV,-10.236122715351312,77.163,273.284,3.9,268468.6,1755.1,0.6,67096.3,78.1,0,66580.4,77.5,0,66580.4,77.5,0,66570,77.5,100,44.56006699986756,134.60721600055695,80398,14.9,5.8060033843555316e-11,0.66W/cm^2,/pscratch/sd/a/archis/venvs/adept-gpu/bin/process_worker_pool.py,LOCAL,archis,3610dd084ea64aa8a2aee72bb9bb7a40,3610dd084ea64aa8a2aee72bb9bb7a40,881662253704924963,archis,FINISHED,1721607233124,1721607585142,active,/pscratch/sd/a/archis/mlflow/881662253704924963/3610dd084ea64aa8a2aee72bb9bb7a40/artifacts,0.66W/cm^2,2024-07-21 17:13:53,2024-07-21 17:19:45
